1201,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2
0,58,42,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0
1,6,1287,4,0,41,17,0,0,2,0,0,1,3,0,0,6,6,2,3,4,2,3,0,1,2,2,6,21,6,1,89,7,0,3,3,2,0
0,0,2,346,10,16,2,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,7,3,2,0,27,1,0,1,0,0,0
0,1,6,6,1427,136,17,0,0,9,0,0,2,1,1,0,2,2,3,1,0,0,2,0,2,4,1,13,4,80,36,152,4,0,0,3,0,3
0,0,58,24,76,3654,112,0,0,21,0,0,1,0,2,0,4,0,0,1,1,0,2,0,29,3,8,1,19,5,7,12,0,0,1,1,0,12
25,2,22,5,8,98,2686,1,0,19,7,8,19,1,39,7,54,47,3,10,6,3,34,23,12,0,2,0,2,1,0,2,0,0,1,1,0,7
0,0,1,0,3,0,3,16,0,5,4,0,0,1,0,0,3,1,1,7,1,0,1,0,0,5,1,2,1,0,2,21,4,2,3,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,6,3,8,5,0,201,1,1,0,10,2,0,0,4,0,0,0,0,2,0,3,6,0,8,1,1,3,36,12,0,6,0,2,0
0,1,0,1,3,1,24,0,0,2,95,0,1,2,0,0,1,2,0,1,0,4,0,0,3,0,1,4,1,1,1,14,1,0,16,0,2,1
0,0,0,0,1,1,16,0,0,0,0,77,0,0,7,1,1,0,2,0,0,0,0,0,1,0,0,0,2,2,1,7,0,1,2,2,1,0
0,0,4,0,0,2,22,1,0,0,0,0,151,1,0,0,2,0,1,0,0,1,2,0,0,1,0,1,2,0,1,11,3,0,6,1,0,0
1,0,0,0,1,0,14,0,0,5,1,0,0,142,1,0,7,1,1,0,2,0,2,0,0,1,0,0,3,1,2,5,1,0,15,6,2,0
